,Canonical URL,RSD Name,Author,Skill Statement,Category,Keywords,Standards,Certifications,Occupation Major Groups,Occupation Minor Groups,Broad Occupations,Detailed Occupations,O*Net Job Codes,Employers,Alignment Name,Alignment URL,Alignment Framework
420,https://osmt.wgu.edu/api/skills/eb8599f0-4eb2-4605-926c-86204ed7db7b,Document Workflow Capabilities Provision,Western Governors University,Provide various workflow capabilities for documents.,Document Management Systems,Document Management Systems; Document Management; Document Management software; office suite application software; WGUSID: 5833,NICE_SP_DEV; NICE_SP_ARC; NICE_SP_SYS; NICE_AN_TWA; NICE_AN_EXP; NICE_AN_ASA; NICE_AN_TGT; NICE_AN_LNG; NICE_CO_CLO; NICE_CO_OPL; NICE_CO_OPS; NICE_PR_INF; NICE_OM_DTA,,15-0000,15-1200,15-1240; 15-1250,15-1241; 15-1244; 15-1245; 15-1251; 15-1256; 15-1257,,,Document Management Systems,https://skills.emsidata.com/skills/KS122Y174MLT2HYVMJDP,
421,https://osmt.wgu.edu/api/skills/94afcc5b-a7a5-4d99-9cd3-122961373509,Business Units Analysis,Western Governors University,Analyze different business units for a company.,Enterprise Resource Planning,SAP; QuickBooks; NetSuite; Oracle; Dynamics 365; Enterprise Resource Planning; JDEdwards; WGUSID: 246,NICE_SP_RSK; NICE_SP_ARC; NICE_SP_TRD; NICE_SP_SRP; NICE_SP_TST; NICE_AN_TWA; NICE_AN_EXP; NICE_AN_ASA; NICE_AN_LNG; NICE_OV_PMA,,15-0000,15-1200; 15-2000,15-1250; 15-2030,15-1251; 15-1256; 15-1257; 15-2031,,,Enterprise Resource Planning,https://skills.emsidata.com/skills/KS123KH77136Y0FWRNJY,
422,https://osmt.wgu.edu/api/skills/09f91811-cf29-430e-b3a2-9c7a6c5718d1,Lead Requirements-Gathering Sessions,Western Governors University,Lead requirement-gathering sessions with key business units.,Enterprise Resource Planning,SAP; QuickBooks; NetSuite; Oracle; Dynamics 365; Enterprise Resource Planning; JDEdwards; WGUSID: 4666,NICE_SP_SRP; NICE_AN_TWA; NICE_AN_EXP; NICE_AN_ASA; NICE_AN_TGT; NICE_AN_LNG; NICE_CO_CLO; NICE_CO_OPL; NICE_CO_OPS; NICE_OV_PMA,,15-0000,15-1200; 15-2000,15-1250; 15-2030,15-1251; 15-1256; 15-1257; 15-2031,,,Enterprise Resource Planning,https://skills.emsidata.com/skills/KS123KH77136Y0FWRNJY,
423,https://osmt.wgu.edu/api/skills/6cd81211-060f-4020-83d3-9df06f0afe60,Positive Technology Communication,Western Governors University,Communicate about a technology with positivity.,Enthusiasm,Enthusiasm; WGUSID: 10571,,,15-0000,15-1200,15-1230; 15-1240; 15-1250,15-1231; 15-1232; 15-1245; 15-1251; 15-1256; 15-1257,,,Enthusiasm,https://skills.emsidata.com/skills/KSMNXY6MPS1EDWJ8P6B0,
424,https://osmt.wgu.edu/api/skills/768d5e26-724c-4d62-807a-693e987a5908,Engage Actively in Meetings,Western Governors University,Engage actively in company meetings.,Enthusiasm,Enthusiasm; WGUSID: 10572,,,15-0000,15-1200,15-1230; 15-1240; 15-1250,15-1231; 15-1232; 15-1245; 15-1251; 15-1256; 15-1257,,,Enthusiasm,https://skills.emsidata.com/skills/KSMNXY6MPS1EDWJ8P6B0,
425,https://osmt.wgu.edu/api/skills/aa96096a-b5c8-4afa-9560-65475d58ccff,Data Privacy Prioritization,Western Governors University,Prioritize data privacy during application development.,Ethical Responsibility,data privacy; ethical dev; WGUSID: 12247,,,15-0000,15-1200,15-1250,15-1251,,,Ethical Responsibility,https://skills.emsidata.com/skills/ES5A003FAA998F6C51DE,
426,https://osmt.wgu.edu/api/skills/9625fae8-351b-4058-aafc-be6760adfd26,Harm Identification,Western Governors University,Identify when a solution can be harmful to others.,Ethical Responsibility,Professional_Ethics; Doing; Professional Responsibility; Ethical Responsibility; Moral Reasoning; WGUSID: 3999,NICE_SP_RSK; NICE_OV_MGT; NICE_AN_TWA; NICE_AN_EXP; NICE_AN_ASA; NICE_AN_TGT; NICE_AN_LNG; NICE_CO_CLO; NICE_CO_OPL; NICE_CO_OPS,,15-0000,15-1200; 15-2000,15-1220; 15-1250; 15-2030; 15-2090,15-1221; 15-1251; 15-1256; 15-1257; 15-2031,,,Ethical Responsibility,https://skills.emsidata.com/skills/ES5A003FAA998F6C51DE,
427,https://osmt.wgu.edu/api/skills/17cd1e69-633b-472f-bdf0-da29a6e72001,Inclusivity Prioritization,Western Governors University,Prioritize inclusivity during application development.,Ethical Responsibility,inclusivity; ethical development; WGUSID: 12246,,,15-0000,15-1200,15-1250,15-1251,,,Ethical Responsibility,https://skills.emsidata.com/skills/ES5A003FAA998F6C51DE,
428,https://osmt.wgu.edu/api/skills/61cf8bd9-0617-47ba-ad67-3ee3e3553ac7,User Privacy Prioritization,Western Governors University,Prioritize user privacy during application development.,Ethical Responsibility,ethical development; user privacy; WGUSID: 12245,,,15-0000,15-1200,15-1250,15-1251,,,Ethical Responsibility,https://skills.emsidata.com/skills/ES5A003FAA998F6C51DE,
429,https://osmt.wgu.edu/api/skills/b2ad1149-2c52-4ea9-be11-794a738b3b0e,Document Type Definition (DTD) Creation,Western Governors University,Create a document type definition (DTD).,Extensible Markup Language (XML),XML: DTD; document type definition; WGUSID: 12249,,,15-0000,15-1200,15-1250,15-1251,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
430,https://osmt.wgu.edu/api/skills/7b83c9d8-1b1c-4f43-bb50-fcd2b4938abd,Document Type Definition (DTD) Link Creation,Western Governors University,Create a link from an extensible markup language (XML) document to a document type definition (DTD) document.,Extensible Markup Language (XML),XML: DTD; document type definition; WGUSID: 12251,,,15-0000,15-1200,15-1250,15-1251,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
431,https://osmt.wgu.edu/api/skills/a044163b-7015-4bc6-9ce1-1babe687f147,Extensible Format Data Detection,Western Governors University,Discover data in extensible format.,Extensible Markup Language (XML),WSDL; Extensible Markup Language (XML); WGUSID: 2724,,,15-0000,15-1200,15-1240; 15-1250,15-1241; 15-1244; 15-1245; 15-1251; 15-1256; 15-1257,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
432,https://osmt.wgu.edu/api/skills/0c348525-a53d-455f-aa7c-b8b9cd3e7076,Extensible Format Data Identification,Western Governors University,Identify data in extensible format.,Extensible Markup Language (XML),Extensible Markup Language (XML); WGUSID: 3653,NICE_SP_DEV; NICE_SP_ARC; NICE_SP_SYS; NICE_AN_LNG; NICE_OM_ANA; NICE_OM_DTA,CompTIA_ITF+,15-0000,15-1200,15-1240; 15-1250,15-1241; 15-1244; 15-1245; 15-1251; 15-1256; 15-1257,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
433,https://osmt.wgu.edu/api/skills/8389f488-d73b-4833-8732-cf15d0622d35,Extensible Format Data Storage,Western Governors University,Store data in extensible format.,Extensible Markup Language (XML),Extensible Markup Language (XML); WGUSID: 3653.1,,,15-0000,15-1200,15-1240; 15-1250,15-1241; 15-1244; 15-1245; 15-1251; 15-1256; 15-1257,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
434,https://osmt.wgu.edu/api/skills/612243af-8af2-46cd-a83d-ddb6b9cb55d1,Extensible Markup Language (XML) Data File Implementation,Western Governors University,Implement code for writing Extensible Markup Language (XML) data to file.,Extensible Markup Language (XML),Extensible Markup Language (XML); WGUSID: 10576,,,15-0000,15-1200,15-1240; 15-1250,15-1244; 15-1251; 15-1256,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
435,https://osmt.wgu.edu/api/skills/4425b466-e637-40a7-a8e4-1fcf6ad8c6dd,Extensible Markup Language (XML) Data File Structures Design,Western Governors University,Design Extensible Markup Language (XML) data file structures that meet application requirements.,Extensible Markup Language (XML),Extensible Markup Language (XML); WGUSID: 10577,,,15-0000,15-1200,15-1210; 15-1240; 15-1250,15-1211; 15-1244; 15-1251; 15-1256,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
436,https://osmt.wgu.edu/api/skills/4d2b560c-83d4-4315-a887-d52e040c45a5,Extensible Markup Language (XML) Data Parsing Implementation,Western Governors University,Implement code for parsing Extensible Markup Language (XML) data.,Extensible Markup Language (XML),Extensible Markup Language (XML); Parse; WGUSID: 10575,,300-920_DEVWBX; 300-435_ENAUTO; 300-835_CLAUTO; 300-910_DEVOPS; 300-915_DEVIOT; 350-201_CBRCOR; 350-901_DEVCOR; 200-901_DEVASC,15-0000,15-1200,15-1240; 15-1250,15-1244; 15-1251; 15-1256,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
437,https://osmt.wgu.edu/api/skills/b5025584-00bb-462f-ae59-68d2486a997a,Extensible Markup Language (XML) Data-Driven Solutions Implementation,Western Governors University,Implement data-driven solutions with Extensible Markup Language (XML).,Extensible Markup Language (XML),Extensible Markup Language (XML); WGUSID: 10574,,,15-0000,15-1200,15-1210; 15-1240; 15-1250,15-1211; 15-1244; 15-1251; 15-1256,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
438,https://osmt.wgu.edu/api/skills/d33fae8f-bbf2-40ae-9dc3-738fcf8c1a67,Extensible Markup Language (XML) Document Creation,Western Governors University,Create an extensible markup language (XML) document.,Extensible Markup Language (XML),XML: DTD; document type definition; WGUSID: 12253,,,15-0000,15-1200,15-1250,15-1251,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
439,https://osmt.wgu.edu/api/skills/35a2e6b1-85e6-435a-be59-72942b701595,Extensible Markup Language (XML) Export Development,Western Governors University,Develop an application that exports data from an Extensible Markup Language (XML) format file.,Extensible Markup Language (XML),XML; Extensible Markup Language; WGUSID: 12252,,,15-0000,15-1200,15-1250,15-1251,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
440,https://osmt.wgu.edu/api/skills/741a5b81-e901-4ed2-985f-8c3a3e0703cb,Extensible Markup Language (XML) Format Explanation,Western Governors University,Explain the Extensible Markup Language (XML) file format.,Extensible Markup Language (XML),XML; Extensible Markup Language; WGUSID: 12248,,,15-0000,15-1200,15-1250,15-1251,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
441,https://osmt.wgu.edu/api/skills/e6aad6df-f35a-4de8-8e4a-570c4670b752,Extensible Markup Language (XML) Import Development,Western Governors University,Develop an application that imports data from an Extensible Markup Language (XML) format file.,Extensible Markup Language (XML),XML; Extensible Markup Language; WGUSID: 12250,,,15-0000,15-1200,15-1250,15-1251,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
442,https://osmt.wgu.edu/api/skills/a0a04834-bfdc-431c-8c00-af60e5e2486c,Web Services Data Exchange,Western Governors University,Exchange data using web services with Extensible Markup Language (XML).,Extensible Markup Language (XML),Web Services; XML; SOAP; Extensible Markup Language (XML); XSLT; XML-RPC; REST; WGUSID: 3277,,,15-0000,15-1200,15-1240; 15-1250,15-1241; 15-1244; 15-1245; 15-1251; 15-1256; 15-1257,,,Extensible Markup Language (XML),https://skills.emsidata.com/skills/KS4427C77PRBT3948VNB,
443,https://osmt.wgu.edu/api/skills/74c1a558-c35b-4e06-bcbd-86480d91223b,Data Cleansing Incorporation,Western Governors University,"Incorporate data cleansing tasks within extract, transform, load (ETL) pipelines.",Extract Transform Load (ETL),Data Quality; ETL; data cleansing; WGUSID: 12254,,,15-0000,15-1200,15-1250,15-1251,,,Extract Transform Load (ETL),https://skills.emsidata.com/skills/KS122PF6FZS3609GDG0V,
444,https://osmt.wgu.edu/api/skills/c10b84ff-ef82-47a1-a996-88776db4224f,Data Extraction Optimization,Western Governors University,Optimize data extraction through landing zones.,Extract Transform Load (ETL),ETL; landing zones; WGUSID: 12256,,,15-0000,15-1200,15-1250,15-1251,,,Extract Transform Load (ETL),https://skills.emsidata.com/skills/KS122PF6FZS3609GDG0V,
445,https://osmt.wgu.edu/api/skills/619c51e1-64a6-4f0b-9229-8a565431f7be,Duplicate Entities Consolidation,Western Governors University,"Consolidate duplicate entities with data matching tasks within extract, transform, load (ETL) pipelines.",Extract Transform Load (ETL),ETL; data cleansing; data matching; WGUSID: 12255,,,15-0000,15-1200,15-1250,15-1251,,,Extract Transform Load (ETL),https://skills.emsidata.com/skills/KS122PF6FZS3609GDG0V,
446,https://osmt.wgu.edu/api/skills/f5228511-2e85-4f4d-b53b-9c6210759a94,Data Consolidation in Staging,Western Governors University,Consolidate data in staging tables.,Extract Transform Load (ETL),ETL; data consolidation; staging tables; WGUSID: 12257,,,15-0000,15-1200,15-1250,15-1251,,,Extract Transform Load (ETL),https://skills.emsidata.com/skills/KS122PF6FZS3609GDG0V,
447,https://osmt.wgu.edu/api/skills/cae8f650-7994-4f08-b017-45792444e84b,Staging Data Transformation,Western Governors University,Transform data in staging tables.,Extract Transform Load (ETL),ETL; staging tables; data mapping; WGUSID: 12258,,,15-0000,15-1200,15-1250,15-1251,,,Extract Transform Load (ETL),https://skills.emsidata.com/skills/KS122PF6FZS3609GDG0V,
448,https://osmt.wgu.edu/api/skills/90f25d6d-0edc-45c5-a70d-04802f9e6d89,Windows-Based Application Creation with .NET Framework,Western Governors University,Create Windows-based applications using the .NET framework.,.NET Framework,.NET Framework; Windows Presentation Foundation (WPF) or Windows Forms; WGUSID: 1748,,,15-0000,15-1200,15-1220; 15-1250; 15-1290,15-1221; 15-1251; 15-1256; 15-1257; 15-1259,,,.NET Framework,https://skills.emsidata.com/skills/KS1200B62W5ZF38RJ7TD,
449,https://osmt.wgu.edu/api/skills/71762dcf-8d36-4058-8404-38646b7d5e68,.Net Framework Large-Scale Web Applications Troubleshooting,Western Governors University,Troubleshoot large-scale web applications dependent on the .NET Framework.,.NET Framework,Troubleshooting; .NET Framework; WGUSID: 12132,,,15-0000,15-1200,15-1250,15-1251,,,.NET Framework,https://skills.emsidata.com/skills/KS1200B62W5ZF38RJ7TD,
450,https://osmt.wgu.edu/api/skills/3fc258d6-3317-4efc-9d72-95cef7c80d70,.Net Framework Service-Oriented Web Applications Troubleshooting,Western Governors University,Troubleshoot service-oriented web applications dependent on the .NET Framework.,.NET Framework,Troubleshooting; .NET Framework; WGUSID: 12133,,,15-0000,15-1200,15-1250,15-1251,,,.NET Framework,https://skills.emsidata.com/skills/KS1200B62W5ZF38RJ7TD,
451,https://osmt.wgu.edu/api/skills/ea8dbba0-3733-4b0a-b2fc-41bb2ed6072a,.Net Framework Version Selection,Western Governors University,Select the version of .Net Framework for application development.,.NET Framework,development; .NET Framework; WGUSID: 12131,,,15-0000,15-1200,15-1250,15-1251,,,.NET Framework,https://skills.emsidata.com/skills/KS1200B62W5ZF38RJ7TD,
452,https://osmt.wgu.edu/api/skills/eddcdb26-3953-4fed-94b1-711e6040477c,.Net Framework Windows-Based Applications Troubleshooting,Western Governors University,Troubleshoot Windows-based applications dependent on the .NET Framework.,.NET Framework,Troubleshooting; .NET Framework; WGUSID: 12134,,,15-0000,15-1200,15-1250,15-1251,,,.NET Framework,https://skills.emsidata.com/skills/KS1200B62W5ZF38RJ7TD,Lightcast Open Skills Library
453,https://osmt.wgu.edu/api/skills/c97e8705-8b71-4b45-8af5-80ebbbabfb60,Application Domain Creation,Western Governors University,"Create application domains and assemblies using attributes, formatting and parsing base types, collections, events and exceptions, files and data streams, and generics.",.NET Framework,.NET Framework; ADO.NET; WGUSID: 1565; 1567,,,15-0000,15-1200,15-1220; 15-1250,15-1221; 15-1251; 15-1256; 15-1257,,,.NET Framework,https://skills.emsidata.com/skills/KS1200B62W5ZF38RJ7TD,
454,https://osmt.wgu.edu/api/skills/3ab11ea8-96aa-4a00-9a03-31a7c827c410,Data and Data Store Access,Western Governors University,Access data and data stores using the .NET Framework.,.NET Framework,XML; .NET Framework; ADO.NET; Language Integrated Query (LINQ); WCF Data Services; WGUSID: 9,,CompTIA_ITF+,15-0000,15-1200,15-1220; 15-1250; 15-1290,15-1221; 15-1251; 15-1256; 15-1257; 15-1259,,,.NET Framework,https://skills.emsidata.com/skills/KS1200B62W5ZF38RJ7TD,
455,https://osmt.wgu.edu/api/skills/fa0b9f7d-aa84-4091-b02c-11f3f9208152,Large-Scale Web Application Build,Western Governors University,Build large-scale web applications using the .NET Framework with minimum coding.,.NET Framework,.NET Framework; Windows Communication Foundation (WCF); WGUSID: 853,,,15-0000,15-1200,15-1220; 15-1250,15-1221; 15-1251; 15-1256; 15-1257,,,.NET Framework,https://skills.emsidata.com/skills/KS1200B62W5ZF38RJ7TD,
456,https://osmt.wgu.edu/api/skills/3d7e53ed-7d31-46ed-a3c8-654fe17dcc5a,Service-Oriented Application Build,Western Governors University,Build service-oriented applications using the .NET Framework.,.NET Framework,.NET Framework; ASP.NET; WGUSID: 860,,,15-0000,15-1200,15-1220; 15-1250,15-1221; 15-1251; 15-1256; 15-1257,,,.NET Framework,https://skills.emsidata.com/skills/KS1200B62W5ZF38RJ7TD,Lightcast Open Skills Library
457,https://osmt.wgu.edu/api/skills/7409126d-5c4e-42d1-94ef-40daaab23fe0,Acceptance Test Data Variations Definition,Western Governors University,Define variations in data that are possible for an acceptance testing script.,Acceptance Testing,Acceptance Testing; Data Variation; WGUSID: 10406,,,15-0000,15-1200,15-1210; 15-1240; 15-1250; 15-1290,15-1211; 15-1241; 15-1251; 15-1256; 15-1259,,,Acceptance Testing,https://skills.emsidata.com/skills/KS1203K6FQ749NJNRBBX,
458,https://osmt.wgu.edu/api/skills/f7615693-9898-4cbb-8155-50f5c2c32bc8,Determine Acceptance Testing Discrepancies,Western Governors University,Determine if there are discrepancies between original software specifications and final acceptance testing scenarios.,Acceptance Testing,Acceptance Testing; WGUSID: 10405,,Comp_TIA_Project_+,15-0000,15-1200,15-1210; 15-1240; 15-1250; 15-1290,15-1211; 15-1241; 15-1251; 15-1256; 15-1259,,,Acceptance Testing,https://skills.emsidata.com/skills/KS1203K6FQ749NJNRBBX,
459,https://osmt.wgu.edu/api/skills/ee273d45-e4db-4ea4-a8a9-96ae0b984938,User Experience Acceptance Test Design,Western Governors University,Design alterations to user experience components to meet acceptance testing criteria.,Acceptance Testing,Acceptance Testing; User Experience; WGUSID: 10401,,Axelos_ITIL_1_Foundation,15-0000,15-1200,15-1250,15-1251; 15-1257,,,Acceptance Testing,https://skills.emsidata.com/skills/KS1203K6FQ749NJNRBBX,
460,https://osmt.wgu.edu/api/skills/f234d43a-7f95-4296-a4cc-f55e85ed3924,Agile Kanban Board Management,Western Governors University,Manage project feature progress with agile Kanban boards.,Agile Methodology,Agile Methodology; Kanban Board; WGUSID: 10428,,,15-0000,15-1200,15-1240; 15-1250; 15-1290,15-1244; 15-1245; 15-1251; 15-1256; 15-1257; 15-1259,,,Agile Methodology,https://skills.emsidata.com/skills/KS120B874P2P6BK1MQ0T,
461,https://osmt.wgu.edu/api/skills/22180dca-002c-4ffd-b822-bfb2120fe540,Agile Solutions Development,Western Governors University,Communicate blocking issues during the development cycle.,Agile Methodology,specifications; Agile Methodology; WGUSID: 10423,,,15-0000,15-1200,15-1210; 15-1240; 15-1250; 15-1290,15-1211; 15-1244; 15-1251; 15-1256; 15-1259,,,Agile Methodology,https://skills.emsidata.com/skills/KS120B874P2P6BK1MQ0T,
462,https://osmt.wgu.edu/api/skills/e9593440-0aa5-47ac-ad95-7ff432a4c8eb,Blocking Issue Communication,Western Governors University,Demonstrate functionality developed during a sprint demo.,Agile Methodology,blocking issues; scrum meeting; WGUSID: 12137,,,15-0000,15-1200,15-1250,15-1251,,,Agile Methodology,https://skills.emsidata.com/skills/KS120B874P2P6BK1MQ0T,
463,https://osmt.wgu.edu/api/skills/6fcd1925-8874-4764-b1a1-ef0b31c21b72,External Partners Agile Project Goal Accomplishment,Western Governors University,Accomplish agile project goals through collaboration with external partners.,Agile Methodology,Agile Methodology; WGUSID: 10426,,,15-0000,15-1200,15-1210; 15-1240; 15-1250,15-1211; 15-1244; 15-1245; 15-1251; 15-1257,,,Agile Methodology,https://skills.emsidata.com/skills/KS120B874P2P6BK1MQ0T,
464,https://osmt.wgu.edu/api/skills/d4750460-0074-44d5-8962-1adeb3ec7b9b,Functionality Demonstration,Western Governors University,Coordinate stand-up meetings during the agile software development process.,Agile Methodology,sprint demo; demo meeting; WGUSID: 12136,,,15-0000,15-1200,15-1250,15-1251,,,Agile Methodology,https://skills.emsidata.com/skills/KS120B874P2P6BK1MQ0T,
465,https://osmt.wgu.edu/api/skills/985847a3-b36b-4709-b29d-88cdd3d77202,Internal Partners Agile Project Goal Accomplishment,Western Governors University,Accomplish agile project goals through collaboration with internal partners.,Agile Methodology,Agile Methodology; WGUSID: 10425,,,15-0000,15-1200,15-1210; 15-1240; 15-1250; 15-1290,15-1211; 15-1244; 15-1245; 15-1251; 15-1256; 15-1257; 15-1259,,,Agile Methodology,https://skills.emsidata.com/skills/KS120B874P2P6BK1MQ0T,
466,https://osmt.wgu.edu/api/skills/bc834e18-9973-4843-a2d6-fae0af58969c,Agile Task Roadblock Identification,Western Governors University,Compare the advantages of using the agile versus waterfall methodology for developing software.,Agile Software Development,Agile Software Development; WGUSID: 10430,,,15-0000,15-1200,15-1250; 15-1290,15-1251; 15-1256; 15-1257; 15-1259,,,Agile Software Development,https://skills.emsidata.com/skills/KS120B874P2P6BK1MQ0T,
467,https://osmt.wgu.edu/api/skills/2e00d6e1-7fe2-4810-af74-e098be411ef6,Classification,Western Governors University,Explain complex mathematical models and algorithms.,Algorithms,GeneralEducation2019; Algorithms; Analysis of Algorithms; WGUSID: 914,,,15-0000,15-1200; 15-2000,15-1220; 15-1250; 15-2030; 15-2090,15-1221; 15-1251; 15-1256; 15-1257; 15-2031,,,Algorithms,https://skills.emsidata.com/skills/KS120D96FHL88PZDKZKH,
468,https://osmt.wgu.edu/api/skills/9afb8b1f-493d-4e26-aa8d-7fd4d7ace913,List Sorting,Western Governors University,Write different algorithms for sorting a list.,Algorithms,GeneralEducation2019; Algorithms; Analysis of Algorithms; WGUSID: 6954,,,15-0000,15-1200; 15-2000,15-1220; 15-1250; 15-2030; 15-2090,15-1221; 15-1251; 15-1256; 15-1257; 15-2031,,,Algorithms,https://skills.emsidata.com/skills/KS120D96FHL88PZDKZKH,
469,https://osmt.wgu.edu/api/skills/ce2c07e7-6ece-471e-84af-ab1e17fc3637,Recursive Function Writing,Western Governors University,Write recursive functions.,Algorithms,GeneralEducation2019; Algorithms; Analysis of Algorithms; WGUSID: 6935,,,15-0000,15-1200; 15-2000,15-1220; 15-1250; 15-2030; 15-2090,15-1221; 15-1251; 15-1256; 15-1257; 15-2031,,,Algorithms,https://skills.emsidata.com/skills/KS120D96FHL88PZDKZKH,
470,https://osmt.wgu.edu/api/skills/c632b78f-d4d7-4c53-8ad1-dfceaee80cfb,Amazon Gateway Application Programming Interface (API) Identification,Western Governors University,Identify Representational state transfer (REST) application programming interfaces (API) for use in Amazon API Gateway.,Amazon Web Services,API; Amazon Web Services; REST; RESTful; WGUSID: 10436,,,15-0000,15-1200,15-1240; 15-1250,15-1241; 15-1251; 15-1256; 15-1257,,,Amazon Web Services,https://skills.emsidata.com/skills/KS120FG6YP8PQYYNQY9B,
471,https://osmt.wgu.edu/api/skills/8dedd301-7370-4e5f-9f90-2a7f2f930783,Amazon Web Services (AWS) Application Collaboration Development,Western Governors University,Develop real-time collaboration in an Amazon Web Services (AWS) application.,Amazon Web Services,AWS; Amazon Web Services; Real-time collaboration; WGUSID: 12140,,,15-0000,15-1200,15-1250,15-1251,,,Amazon Web Services,https://skills.emsidata.com/skills/KS120FG6YP8PQYYNQY9B,
472,https://osmt.wgu.edu/api/skills/41acc21e-f1df-4856-8add-5fd3e07742eb,Amazon Web Services (AWS) Applications Development,Western Governors University,Develop Amazon Web Services (AWS) applications via language-specific libraries.,Amazon Web Services,AWS; Amazon Web Services; IDE; Integrated Development Environments; WGUSID: 12138,,,15-0000,15-1200,15-1250,15-1251,,,Amazon Web Services,https://skills.emsidata.com/skills/KS120FG6YP8PQYYNQY9B,
473,https://osmt.wgu.edu/api/skills/bf87c52c-a000-4c84-b589-700246115742,Amazon Web Services (AWS) Internet of Things (IoT) Software Development,Western Governors University,Develop software on the Amazon Web Services (AWS) Internet of Things (IoT) platform.,Amazon Web Services,AWS; Amazon Web Services; Internet of Things; IoT; WGUSID: 12139,,,15-0000,15-1200,15-1250,15-1251,,,Amazon Web Services,https://skills.emsidata.com/skills/KS120FG6YP8PQYYNQY9B,
474,https://osmt.wgu.edu/api/skills/6b58e858-32e1-43f1-b371-8dc1fb04f80f,Build Amazon Web Services (AWS) Programs,Western Governors University,Build programs that use Amazon Web Services (AWS) resources.,Amazon Web Services,Amazon Web Services resources; WGUSID: 12141,,,15-0000,15-1200,15-1250,15-1251,,,Amazon Web Services,https://skills.emsidata.com/skills/KS120FG6YP8PQYYNQY9B,
475,https://osmt.wgu.edu/api/skills/f8cb8803-5b29-4afb-8514-2a7139c3bdf2,Android Software Package Build,Western Governors University,Build software packages for the Android operating system.,Android (Operating System),Android (Operating System); Software Package; WGUSID: 10443,,,15-0000,15-1200,15-1250,15-1251; 15-1256,,,Android (Operating System),https://skills.emsidata.com/skills/KS120GZ5YXC6YVM1NGPR,
476,https://osmt.wgu.edu/api/skills/6c81d1f9-103c-4fb0-9008-71e35459a24e,Build Apple IOS Mobile App,Western Governors University,Build mobile apps for Apple IOS operating systems.,Apple IOS,Apple IOS; WGUSID: 10448,,,15-0000,15-1200,15-1250,15-1251; 15-1256,,,Apple IOS,https://skills.emsidata.com/skills/KS120KG6WHGRLKG6DFS3,
477,https://osmt.wgu.edu/api/skills/57da339a-421a-4bb8-a999-0d2c1de04b4f,Algorithm Documentation,Western Governors University,Document complex algorithms.,Application Development,Flowcharts; pseudo-code; sequence diagrams; use case diagrams; WGUSID: 12144,,,15-0000,15-1200,15-1250,15-1251,,,Application Development,https://skills.emsidata.com/skills/KS120L16S3RLJ82VQ08H,
478,https://osmt.wgu.edu/api/skills/fcc79cb9-9409-4720-b0a6-2114b1b925b2,Application Architecture Diagrams Creation,Western Governors University,Create application architecture diagrams with the Unified Modeling Language (UML).,Application Development,Application Development; WGUSID: 10456,,,15-0000,15-1200,15-1250,15-1251; 15-1256,,,Application Development,https://skills.emsidata.com/skills/KS120L16S3RLJ82VQ08H,
479,https://osmt.wgu.edu/api/skills/3b183292-fd99-4bb3-8426-bc24b6accbc0,Application Type Evaluation,Western Governors University,Evaluate different types of applications for client requirements.,Application Development,Web Apps; Mobile Apps; Desktop Apps; WGUSID: 12142,,,15-0000,15-1200,15-1250,15-1251,,,Application Development,https://skills.emsidata.com/skills/KS120L16S3RLJ82VQ08H,
480,https://osmt.wgu.edu/api/skills/539b1f3f-ce89-4278-9d2a-c9c9672e53f5,Automated Software Testing Tools,Western Governors University,Develop automated software testing tools.,Application Development,Application Development; Visual Studio; Eclipse; WGUSID: 2453,,,15-0000,15-1200,15-1220; 15-1240; 15-1250; 15-1290,15-1221; 15-1251; 15-1259,,,Application Development,https://skills.emsidata.com/skills/KS120L16S3RLJ82VQ08H,
481,https://osmt.wgu.edu/api/skills/89f1b19d-1095-489f-8e2f-0fc6b77c2bd7,Data Processing,Western Governors University,Develop data processing applications.,Application Development,Application Development; Visual Studio; Eclipse; WGUSID: 2484,,,15-0000,15-1200,15-1220; 15-1240; 15-1250; 15-1290,15-1221; 15-1251; 15-1259,,,Application Development,https://skills.emsidata.com/skills/KS120L16S3RLJ82VQ08H,
